"ref","article_id","study_id","participant_id","effect_id","effect_size","outlier","cooks","cooks_flag","intrcpt","intrcpt.1","hatvalues","hat_flag"
"laakasuo2023b_s5",12,21,34,114,0.293534084513494,"TRUE",6.63317583987846e-05,"",0.00814915833992485,"",0.00699509583310488,""
"laakasuo2023b_s5",12,21,33,115,-0.454054950199949,"TRUE",0.00396026688428617,"",-0.0630539403018579,"",0.00690242829978794,""
"laakasuo2023b_s5",12,21,34,116,0.303704991651506,"TRUE",0.0001412634764547,"",0.0118977974540211,"",0.00698984568378064,""
"malle2015_s1",13,22,35,117,0.173817476831963,"",0.00297028220674673,"",0.0543537006518404,"",0.0087510540985697,"TRUE"
"malle2015_s1",13,22,36,118,0.494360601666147,"",0.0144699497837674,"",0.120717067397271,"",0.0079884170232179,""
"malle2015_s2",13,23,37,119,1.04455701773149,"TRUE",0.0525347595063506,"",0.234118730677157,"",0.00748754388491558,""
"malle2015_s2",13,23,38,120,-0.533325748012295,"",0.0086920214530026,"",-0.0932290312181141,"",0.0077533985089445,""
"malle2016_s2",14,24,39,121,0.175145560984335,"",0.00783254312241916,"",0.0882684714402291,"",0.0139073133323072,"TRUE"
"malle2019_s1",15,25,40,122,-0.346570117851911,"",0.00710299153316103,"",-0.0840366953622172,"",0.0114553141128799,"TRUE"
"malle2019_s1",15,25,41,123,0.185129677125009,"",0.00636668388562072,"",0.0795912272275003,"",0.0120793830844773,"TRUE"
"malle2024_s2.1",16,26,42,124,0.130327963900259,"",0.00248293178016309,"",0.0496544482968642,"",0.00984425767005031,"TRUE"
"malle2024_s2.1",16,26,43,125,-0.179414772577131,"",0.00060642388278261,"",-0.0245285790790427,"",0.00781879253642084,""
"malle2024_s2.2",16,27,44,126,-0.0719308859383038,"",1.37063197289398e-05,"",-0.00368175976473723,"",0.0106030429412867,"TRUE"
"malle2024_s2.2",16,27,45,127,-0.210401256401063,"",0.00228958133556283,"",-0.0475848136854049,"",0.0121627236762291,"TRUE"
"malle2024_s2.2",16,27,46,128,0.0180779767980757,"",0.000296029940759313,"",0.017134458723597,"",0.00847168206705813,"TRUE"
"malle2024_s2.2",16,27,47,129,0.797728244627109,"",0.00487252502682327,"",0.0698842715775558,"",0.00305958441513408,""
"malle2024_s2.3",16,28,48,130,0.144780284541354,"",0.00330466951570666,"",0.0572918254965186,"",0.0105181715199978,"TRUE"
"malle2024_s2.3",16,28,49,131,-0.173286270188857,"",0.0015379856907365,"",-0.038967578055707,"",0.0131523303172777,"TRUE"
"malle2024_s2.3",16,28,50,132,0.035871439052208,"",0.000950899977031563,"",0.0306644084329003,"",0.0122303457786216,"TRUE"
