"","X","ref","article_id","study_id","participant_id","efN_id","dv_var","pct_female","age_mean","age_sd","dv_type","dv_synonym","intent","in_action","RQ","harm","agent_intel","aiType_a","aiType_b","PMA","PMC","responsible","responsibleCat","humanN","humanMean","humanSD","aiN","aiMean","aiSD","aiN.1","aiN.0","humanN.1","humanN.0","yi","vi","yi_orig","og_participant_id","og_efN_id","apa_ref","study_num","dv_var_cap","apa_ref_display","study_display","slab_labels"
"57",57,"bigman2018_s5",2,5,5,57,"right",61.3186813186813,37.6307692307693,11.6325883982502,"continuous","right",NA,"action",59.5,"harm","implied","AI","AI",-1.33059430744691,-2.78641699822908,-0.329449583913678,"blame",231,4.63636363636364,2.36960329229301,224,3.42410714285714,2.26368268291237,NA,NA,NA,NA,-0.522093852178316,0.0090928306921718,NA,5,10,"Bigman et al., (2018)","Study 5","Right"," "," ","    "
"58",58,"bigman2018_s5",2,5,5,58,"right",61.3186813186813,37.6307692307693,11.6325883982502,"continuous","right",NA,"action",59.5,"harm","implied","AI","AI",-1.14294585553574,-2.78641699822908,-0.54014256227623,"punishment",231,4.63636363636364,2.36960329229301,224,3.42410714285714,2.26368268291237,NA,NA,NA,NA,-0.522093852178316,0.0090928306921718,NA,5,10,"Bigman et al., (2018)","Study 5","Right"," "," ","    "
"59",59,"bigman2018_s5",2,5,5,59,"right",61.3186813186813,37.6307692307693,11.6325883982502,"continuous","right",NA,"action",59.5,"harm","implied","AI","AI",-1.57530582569537,-2.78641699822908,-0.54014256227623,"punishment",231,4.63636363636364,2.36960329229301,224,3.42410714285714,2.26368268291237,NA,NA,NA,NA,-0.522093852178316,0.0090928306921718,NA,5,10,"Bigman et al., (2018)","Study 5","Right"," "," ","    "
"60",60,"bigman2018_s5",2,5,5,60,"right",61.3186813186813,37.6307692307693,11.6325883982502,"continuous","right",NA,"action",59.5,"harm","implied","AI","AI",-1.33059430744691,-2.78641699822908,-0.54014256227623,"punishment",231,4.63636363636364,2.36960329229301,224,3.42410714285714,2.26368268291237,NA,NA,NA,NA,-0.522093852178316,0.0090928306921718,NA,5,10,"Bigman et al., (2018)","Study 5","Right"," "," ","    "
"61",61,"bigman2018_s5",2,5,5,61,"permissible",61.3186813186813,37.6307692307693,11.6325883982502,"continuous","permissible",NA,"action",59.5,"harm","implied","AI","AI",-1.14294585553574,-2.78641699822908,-0.329449583913678,"blame",231,5.65800865800866,2.20077326724898,224,3.89732142857143,2.31260766842518,NA,NA,NA,NA,-0.778974240885792,0.00946010418390938,NA,5,11,"Bigman et al., (2018)","Study 5","Permissible"," "," ","    "
"62",62,"bigman2018_s5",2,5,5,62,"permissible",61.3186813186813,37.6307692307693,11.6325883982502,"continuous","permissible",NA,"action",59.5,"harm","implied","AI","AI",-1.57530582569537,-2.78641699822908,-0.329449583913678,"blame",231,5.65800865800866,2.20077326724898,224,3.89732142857143,2.31260766842518,NA,NA,NA,NA,-0.778974240885792,0.00946010418390938,NA,5,11,"Bigman et al., (2018)","Study 5","Permissible"," "," ","    "
"63",63,"bigman2018_s5",2,5,5,63,"permissible",61.3186813186813,37.6307692307693,11.6325883982502,"continuous","permissible",NA,"action",59.5,"harm","implied","AI","AI",-1.33059430744691,-2.78641699822908,-0.329449583913678,"blame",231,5.65800865800866,2.20077326724898,224,3.89732142857143,2.31260766842518,NA,NA,NA,NA,-0.778974240885792,0.00946010418390938,NA,5,11,"Bigman et al., (2018)","Study 5","Permissible"," "," ","    "
"64",64,"bigman2018_s5",2,5,5,64,"permissible",61.3186813186813,37.6307692307693,11.6325883982502,"continuous","permissible",NA,"action",59.5,"harm","implied","AI","AI",-1.14294585553574,-2.78641699822908,-0.54014256227623,"punishment",231,5.65800865800866,2.20077326724898,224,3.89732142857143,2.31260766842518,NA,NA,NA,NA,-0.778974240885792,0.00946010418390938,NA,5,11,"Bigman et al., (2018)","Study 5","Permissible"," "," ","    "
"65",65,"bigman2018_s5",2,5,5,65,"permissible",61.3186813186813,37.6307692307693,11.6325883982502,"continuous","permissible",NA,"action",59.5,"harm","implied","AI","AI",-1.57530582569537,-2.78641699822908,-0.54014256227623,"punishment",231,5.65800865800866,2.20077326724898,224,3.89732142857143,2.31260766842518,NA,NA,NA,NA,-0.778974240885792,0.00946010418390938,NA,5,11,"Bigman et al., (2018)","Study 5","Permissible"," "," ","    "
"66",66,"bigman2018_s5",2,5,5,66,"permissible",61.3186813186813,37.6307692307693,11.6325883982502,"continuous","permissible",NA,"action",59.5,"harm","implied","AI","AI",-1.33059430744691,-2.78641699822908,-0.54014256227623,"punishment",231,5.65800865800866,2.20077326724898,224,3.89732142857143,2.31260766842518,NA,NA,NA,NA,-0.778974240885792,0.00946010418390938,NA,5,11,"Bigman et al., (2018)","Study 5","Permissible"," "," ","    "
"67",67,"cassioli2023_s1",3,6,6,67,NA,64.7,24.6,3,"continuous_inferential","moral",NA,NA,48,"harm","notImplied","AI","AI",NA,NA,NA,NA,34,NA,NA,34,NA,NA,NA,NA,NA,NA,-1.07896455542267,0.13560553633218,1.07896455542267,6,12,"Cassioli et al., (2023)","Study 1","NANA","Cassioli et al., (2023)","Study 1","Cassioli et al., (2023) Study 1"
"68",68,"chu2023_s2",4,7,7,68,"permissible",65.7258064516129,29.8790322580645,7.11683041620666,"continuous","permissible","sidee","action",61,"harm","notImplied","robot","mechanical",NA,NA,0.0496787253692709,"blame",127,6.5748031496063,2.37887423368125,121,6.38842975206612,2.51121451634611,NA,NA,NA,NA,-0.0760146277084657,0.0161501282023554,NA,7,13,"Chu et al., (2023)","Study 2","Permissible","Chu et al., (2023)","Study 2","Chu et al., (2023) Study 2"
"69",69,"chu2023_s2",4,7,8,69,"permissible",58.0188679245283,30.2099056603774,6.60043669237771,"continuous","permissible","sidee","inaction",61,"harm","notImplied","robot","mechanical",NA,NA,0.0803107504792678,"blame",206,5.57281553398058,2.63411739926742,218,5.69724770642202,2.70178158376602,NA,NA,NA,NA,0.046536162722539,0.0094440786859559,NA,8,13,"Chu et al., (2023)","Study 2","Permissible"," "," ","    "
"70",70,"chu2023_s2",4,7,9,70,"permissible",52.5862068965517,30.8060344827586,7.8762813296137,"continuous","permissible","meane","action",61,"harm","notImplied","robot","mechanical",NA,NA,-0.453262102727802,"blame",110,3.70909090909091,2.4731417991357,122,5,2.53569557836025,NA,NA,NA,NA,0.513395208759261,0.0178556791963004,NA,9,13,"Chu et al., (2023)","Study 2","Permissible"," "," ","    "
"71",71,"chu2023_s2",4,7,7,71,"wrong",65.7258064516129,29.8790322580645,7.11683041620666,"continuous","wrong","sidee","action",61,"harm","notImplied","robot","mechanical",NA,NA,0.0496787253692709,"blame",127,6.48818897637795,2.44581320826403,121,6.52066115702479,2.22523097510393,NA,NA,NA,NA,0.013829853158954,0.0161388641725424,NA,7,14,"Chu et al., (2023)","Study 2","Wrong"," "," ","    "
"72",72,"chu2023_s2",4,7,8,72,"wrong",58.0188679245283,30.2099056603774,6.60043669237771,"continuous","wrong","sidee","inaction",61,"harm","notImplied","robot","mechanical",NA,NA,0.0803107504792678,"blame",206,5.53883495145631,2.66612838911787,218,5.29816513761468,2.65671852099405,NA,NA,NA,NA,-0.0902725529126173,0.00945113472294697,NA,8,14,"Chu et al., (2023)","Study 2","Wrong"," "," ","    "
"73",73,"chu2023_s2",4,7,9,73,"wrong",52.5862068965517,30.8060344827586,7.8762813296137,"continuous","wrong","meane","action",61,"harm","notImplied","robot","mechanical",NA,NA,-0.453262102727802,"blame",110,3.85454545454545,2.38818330876496,122,4.79508196721311,2.51257506640105,NA,NA,NA,NA,0.381951496338151,0.0176020419229771,NA,9,14,"Chu et al., (2023)","Study 2","Wrong"," "," ","    "
"74",74,"chu2023_s2",4,7,7,74,"acceptable",65.7258064516129,29.8790322580645,7.11683041620666,"continuous","acceptable","sidee","action",61,"harm","notImplied","robot","mechanical",NA,NA,0.0496787253692709,"blame",127,4.38582677165354,2.6964033778541,121,4.44628099173554,2.50316603931614,NA,NA,NA,NA,0.0231456347424626,0.0161395586394159,NA,7,15,"Chu et al., (2023)","Study 2","Acceptable"," "," ","    "
"75",75,"chu2023_s2",4,7,8,75,"acceptable",58.0188679245283,30.2099056603774,6.60043669237771,"continuous","acceptable","sidee","inaction",61,"harm","notImplied","robot","mechanical",NA,NA,0.0803107504792678,"blame",206,3.74757281553398,2.37761284916735,218,4.20183486238532,2.56088916194997,NA,NA,NA,NA,0.183320938682202,0.00948115528043513,NA,8,15,"Chu et al., (2023)","Study 2","Acceptable"," "," ","    "
"76",76,"chu2023_s2",4,7,9,76,"acceptable",52.5862068965517,30.8060344827586,7.8762813296137,"continuous","acceptable","meane","action",61,"harm","notImplied","robot","mechanical",NA,NA,-0.453262102727802,"blame",110,3.42727272727273,2.13944642976983,122,4.12295081967213,2.3795890639486,NA,NA,NA,NA,0.305606467957376,0.0174889134050944,NA,9,15,"Chu et al., (2023)","Study 2","Acceptable"," "," ","    "
"77",77,"he2024_s1",5,8,10,77,"moral",50,21,2.33845128886187,"continuous","moral",NA,NA,56,"notharm","notImplied","AI","AI",NA,NA,NA,NA,40,1.5858333334,0.387253275973335,40,1.762500000025,0.641321085731346,NA,NA,NA,NA,0.330275575675079,0.0506817622242969,NA,10,16,"He et al., (2024)","Study 1","Moral","He et al., (2024)","Study 1","He et al., (2024) Study 1"
"78",80,"hristova2015_s1",7,10,13,80,"permissible",NA,NA,NA,"continuous","permissible",NA,"action",37,"harm","implied","AI","AI",NA,NA,-0.0637517300683962,"blame",53,3.7,1.6,53,4.5,1.7,NA,NA,NA,NA,0.48112129545334,0.0388277250044278,0.48112129545334,13,18,"Hristova et al., (2015)","Study 1","Permissible","Hristova et al., (2015)","Study 1","Hristova et al., (2015) Study 1"
"79",81,"hristova2015_s1",7,10,14,81,"permissible",NA,NA,NA,"continuous","permissible",NA,"action",37,"harm","implied","robot","humanoid",NA,NA,-0.496384087307415,"blame",53,3.7,1.6,53,4.5,1.9,NA,NA,NA,NA,0.452178854424128,0.0387003099829638,0.452178854424128,14,18,"Hristova et al., (2015)","Study 1","Permissible"," "," ","    "
"80",82,"komatsu2017_s1",8,11,15,82,"wrong",22,21.5,0.75,"binary","wrong","sidee","action",31,"harm","implied","robot","mechanical",NA,NA,NA,NA,35,NA,NA,35,NA,NA,27,8,29,6,-0.198004830917754,0.110395446736743,NA,15,19,"Komatsu et al., (2017)","Study 1","Wrong","Komatsu et al., (2017)","Study 1","Komatsu et al., (2017) Study 1"
"81",83,"komatsu2017_s1",8,11,16,83,"wrong",22,21.5,0.75,"binary","wrong","sidee","inaction",31,"harm","implied","robot","mechanical",NA,NA,NA,NA,37,NA,NA,34,NA,NA,25,9,30,7,-0.239076048666464,0.0994877527002383,NA,16,19,"Komatsu et al., (2017)","Study 1","Wrong"," "," ","    "
"82",84,"komatsu2021_s1",9,12,17,84,"permissible",32.4626865671642,45.0243902439024,10.5381432858163,"binary","permissible","sidee","action",53,"harm","implied","robot","mechanical",NA,0.0510488145775653,-0.12564161998019,"blame",142,NA,NA,126,NA,NA,78,48,74,68,0.221055556452308,0.0188072103518571,NA,17,20,"Komatsu et al., (2021)","Study 1","Permissible","Komatsu et al., (2021)","Study 1","Komatsu et al., (2021) Study 1"
"83",85,"komatsu2021_s2",9,13,18,85,"permissible",27.7922077922078,21.028947368421,1.97790004772883,"binary","permissible","sidee","action",52,"harm","implied","robot","mechanical",NA,-0.0627829182507207,-0.157588014944039,"blame",191,NA,NA,194,NA,NA,103,91,84,107,0.201721052805558,0.0127507557888776,NA,18,21,"Komatsu et al., (2021)","Study 2","Permissible"," ","Study 2","   Study 2"
"84",86,"komatsu2021_s3",9,14,19,86,"permissible",47.9508196721311,35.6788617886179,12.4362258992652,"binary","permissible","sidee","action",52,"harm","implied","robot","mechanical",NA,-0.110947185962145,-0.122456359258085,"blame",94,NA,NA,155,NA,NA,91,64,57,37,-0.0441928327982351,0.0216376142666783,NA,19,22,"Komatsu et al., (2021)","Study 3","Permissible"," ","Study 3","   Study 3"
"85",87,"laakasuo2021_s1",10,15,20,87,"moral",51.063829787234,38.4565217391304,16.2545125655604,"continuous","moral","meane","action",47,"harm","notImplied","robot","mechanical",-0.512391483073649,-1.78260626323866,NA,NA,26,4.12820512820513,1.1078584870598,21,4.14285714285714,1.2136786531104,NA,NA,NA,NA,0.0124612002812344,0.0860822380115696,NA,20,23,"Laakasuo et al., (2021)","Study 1","Moral","Laakasuo et al., (2021)","Study 1","Laakasuo et al., (2021) Study 1"
"86",88,"laakasuo2021_s1",10,15,20,88,"moral",43.75,41.046875,15.656460391293,"continuous","moral","meane","action",47,"harm","notImplied","robot","humanoid",-0.0574028732239186,-1.94385065179189,NA,NA,26,4.12820512820513,1.1078584870598,38,4.70175438596491,1.38587788048041,NA,NA,NA,NA,0.442275309446512,0.0663055111332384,NA,20,23,"Laakasuo et al., (2021)","Study 1","Moral"," "," ","    "
"87",89,"laakasuo2021_s1",10,15,21,89,"moral",52.5,40.725,14.2756516758161,"continuous","moral","sidee","inaction",47,"harm","notImplied","robot","mechanical",-0.0411137959822749,-1.78981064515641,NA,NA,21,4.68253968253968,1.5365046569557,19,3.85964912280702,1.51256380122014,NA,NA,NA,NA,-0.528794734912805,0.10374592496231,NA,21,23,"Laakasuo et al., (2021)","Study 1","Moral"," "," ","    "
"88",90,"laakasuo2021_s1",10,15,21,90,"moral",39.2857142857143,39.2142857142857,14.8980954069051,"continuous","moral","sidee","inaction",47,"harm","notImplied","robot","humanoid",-0.414225148427401,-2.43954963079801,NA,NA,21,4.68253968253968,1.5365046569557,35,4.01904761904762,1.39077929239308,NA,NA,NA,NA,-0.452293743472508,0.0780169907474795,NA,21,23,"Laakasuo et al., (2021)","Study 1","Moral"," "," ","    "
"89",91,"laakasuo2021_s2",10,16,22,91,"moral",36.734693877551,34.6326530612245,10.1406477711534,"continuous","moral","meane","action",50,"harm","notImplied","robot","mechanical",-0.40001105133731,-1.74195164464386,NA,NA,50,5.22,1.38839946025072,49,5.13265306122449,1.51219180814665,NA,NA,NA,NA,-0.0597317999379393,0.040426182901285,NA,22,24,"Laakasuo et al., (2021)","Study 2","Moral"," ","Study 2","   Study 2"
"90",92,"laakasuo2021_s2",10,16,22,92,"moral",37.3333333333333,33.5503355704698,10.3613342050266,"continuous","moral","meane","action",50,"harm","notImplied","robot","humanoid",-0.425457675682706,-1.14843885074074,NA,NA,50,5.22,1.38839946025072,100,4.6175,1.28925973200347,NA,NA,NA,NA,-0.453124234652062,0.0306844052400967,NA,22,24,"Laakasuo et al., (2021)","Study 2","Moral"," "," ","    "
"91",93,"laakasuo2021_s2",10,16,23,93,"moral",45,34.31,10.8130999862727,"continuous","moral","sidee","inaction",50,"harm","notImplied","robot","mechanical",-0.00658819378881043,-1.57834487434352,NA,NA,52,3.94711538461539,1.6196832618689,50,3.89,1.11593284853927,NA,NA,NA,NA,-0.0406130953621578,0.039238854640156,NA,23,24,"Laakasuo et al., (2021)","Study 2","Moral"," "," ","    "
"92",94,"laakasuo2021_s2",10,16,23,94,"moral",40.2684563758389,32.9731543624161,10.9753694198276,"continuous","moral","sidee","inaction",50,"harm","notImplied","robot","humanoid",-0.258055360978766,-1.38530040631149,NA,NA,52,3.94711538461539,1.6196832618689,97,3.66237113402062,1.44834731475502,NA,NA,NA,NA,-0.187609027983085,0.029658158814106,NA,23,24,"Laakasuo et al., (2021)","Study 2","Moral"," "," ","    "
"93",95,"laakasuo2023a_s1",11,17,24,95,"moral",54.0983606557377,37.172131147541,12.828846496681,"continuous","moral","meane","action",66,"harm","notImplied","robot","mechanical",-0.806093995513409,-3.64211847897251,NA,NA,62,3.57096772616909,1.20319069928523,182,3.23186811575523,1.20536360882855,NA,NA,NA,NA,-0.280580055576224,0.0217848598172978,NA,24,25,"Laakasuo et al., (2023)","Study 1","Moral","Laakasuo et al., (2023)","Study 1","Laakasuo et al., (2023) Study 1"
"94",96,"laakasuo2023a_s1",11,17,24,96,"moral",55.46875,38.46875,13.6808029763878,"continuous","moral","meane","action",66,"harm","notImplied","robot","humanoid",-1.34755395581924,-0.537332062284421,NA,NA,62,3.57096772616909,1.20319069928523,66,3.18787879112995,1.32752113253491,NA,NA,NA,NA,-0.300116532259017,0.0316323830851077,NA,24,25,"Laakasuo et al., (2023)","Study 1","Moral"," "," ","    "
"95",97,"laakasuo2023a_s1",11,17,25,97,"moral",61.7529880478088,36.406374501992,12.9179796873655,"continuous","moral","sidee","inaction",66,"harm","notImplied","robot","mechanical",-0.313386898873835,-3.02793131258419,NA,NA,62,5.10645159021501,1.31608848027389,189,5.17354497518489,1.16433647150592,NA,NA,NA,NA,0.0555904210128347,0.0214261935150228,NA,25,25,"Laakasuo et al., (2023)","Study 1","Moral"," "," ","    "
"96",98,"laakasuo2023a_s1",11,17,25,98,"moral",54.7619047619048,34.8809523809524,12.4435410669839,"continuous","moral","sidee","inaction",66,"harm","notImplied","robot","humanoid",-0.656059831300127,-0.617509196867601,NA,NA,62,5.10645159021501,1.31608848027389,64,5.29687498882413,1.20369389047146,NA,NA,NA,NA,0.150185058779842,0.0318435384163213,NA,25,25,"Laakasuo et al., (2023)","Study 1","Moral"," "," ","    "
"97",99,"laakasuo2023b_s2",12,18,26,99,"appropriate",40.5797101449275,36.8115942028985,17.0503366900678,"continuous","appropriate",NA,"action",49,"harm","implied","robot","mechanical",NA,NA,NA,NA,37,4.10810810810811,2.0108564204198,32,3.8125,2.0070440469635,NA,NA,NA,NA,-0.145480837517717,0.0584303942305405,NA,26,26,"Laakasuo et al., (2023)","Study 2","Appropriate"," ","Study 2","   Study 2"
"98",100,"laakasuo2023b_s2",12,18,27,100,"appropriate",42.4242424242424,37.4090909090909,18.3814097331033,"continuous","appropriate",NA,"inaction",49,"notharm","implied","robot","mechanical",NA,NA,NA,NA,37,4,1.7950549357115,29,4.48275862068965,1.57254774297663,NA,NA,NA,NA,0.280419358204077,0.0621055054693499,NA,27,26,"Laakasuo et al., (2023)","Study 2","Appropriate"," "," ","    "
"99",101,"laakasuo2023b_s2",12,18,26,101,"right",40.5797101449275,36.8115942028985,17.0503366900678,"continuous","right",NA,"action",49,"harm","implied","robot","mechanical",NA,NA,NA,NA,37,4.10810810810811,1.91171510813056,32,3.75,2.01606451509674,NA,NA,NA,NA,-0.180590766681822,0.0585133532952207,NA,26,27,"Laakasuo et al., (2023)","Study 2","Right"," "," ","    "
"100",102,"laakasuo2023b_s2",12,18,27,102,"right",42.4242424242424,37.4090909090909,18.3814097331033,"continuous","right",NA,"inaction",49,"notharm","implied","robot","mechanical",NA,NA,NA,NA,37,4,1.7950549357115,29,4.27586206896552,1.8302332350226,NA,NA,NA,NA,0.150571695797656,0.0616815419778332,NA,27,27,"Laakasuo et al., (2023)","Study 2","Right"," "," ","    "
"101",103,"laakasuo2023b_s3",12,19,28,103,"appropriate",63.4655532359081,41.0334029227557,13.6736825035397,"continuous","appropriate",NA,"action",70,"harm","implied","robot","mechanical",NA,NA,NA,NA,246,4.65853658536585,1.44182009856127,233,4.00858369098713,1.6214920127745,NA,NA,NA,NA,-0.423627387220495,0.00854421408050659,NA,28,28,"Laakasuo et al., (2023)","Study 3","Appropriate"," ","Study 3","   Study 3"
"102",104,"laakasuo2023b_s3",12,19,29,104,"appropriate",65.1394422310757,42.6573705179283,13.5286395207944,"continuous","appropriate",NA,"inaction",70,"notharm","implied","robot","mechanical",NA,NA,NA,NA,259,3.55212355212355,1.6115454713973,243,3.64197530864198,1.6437357319267,NA,NA,NA,NA,0.0551355827198284,0.00797925801964949,NA,29,28,"Laakasuo et al., (2023)","Study 3","Appropriate"," "," ","    "
"103",105,"laakasuo2023b_s3",12,19,28,105,"right",63.4655532359081,41.0334029227557,13.6736825035397,"continuous","right",NA,"action",70,"harm","implied","robot","mechanical",NA,NA,NA,NA,246,4.16260162601626,1.48941288934134,233,3.45922746781116,1.47954830733066,NA,NA,NA,NA,-0.473027461314969,0.00859045084037592,NA,28,29,"Laakasuo et al., (2023)","Study 3","Right"," "," ","    "
"104",106,"laakasuo2023b_s3",12,19,29,106,"right",65.1394422310757,42.6573705179283,13.5286395207944,"continuous","right",NA,"inaction",70,"notharm","implied","robot","mechanical",NA,NA,NA,NA,259,4.03088803088803,1.64452685845793,243,3.97119341563786,1.58609447300968,NA,NA,NA,NA,-0.0368726730996078,0.00797758437576468,NA,29,29,"Laakasuo et al., (2023)","Study 3","Right"," "," ","    "
"105",107,"laakasuo2023b_s4",12,20,30,107,"appropriate",50.6493506493506,34.6315789473684,13.5063857541665,"continuous","appropriate","sidee","action",67,"harm","implied","robot","mechanical",NA,NA,NA,NA,41,4.02439024390244,1.69540267898291,35,3.2,1.95237412036791,NA,NA,NA,NA,-0.448849181726868,0.0542871039734523,NA,30,30,"Laakasuo et al., (2023)","Study 4","Appropriate"," ","Study 4","   Study 4"
"106",108,"laakasuo2023b_s4",12,20,31,108,"appropriate",61.4035087719298,30.5614035087719,12.8257797644594,"continuous","appropriate","sidee","action",67,"harm","implied","robot","mechanical",NA,NA,NA,NA,28,2.21428571428571,1.10074529825942,29,4.03448275862069,1.54648815571395,NA,NA,NA,NA,1.33352509100791,0.0857960721274987,NA,31,30,"Laakasuo et al., (2023)","Study 4","Appropriate"," "," ","    "
"107",109,"laakasuo2023b_s4",12,20,32,109,"appropriate",61.1111111111111,33.3194444444444,14.4005344080109,"continuous","appropriate",NA,"action",67,"harm","implied","robot","mechanical",NA,NA,NA,NA,42,4.57142857142857,1.71283329877944,30,4.03333333333333,1.77109616034686,NA,NA,NA,NA,-0.306414570073922,0.0577948702592015,NA,32,30,"Laakasuo et al., (2023)","Study 4","Appropriate"," "," ","    "
"108",110,"laakasuo2023b_s4",12,20,30,110,"right",50.6493506493506,34.6315789473684,13.5063857541665,"continuous","right","sidee","action",67,"harm","implied","robot","mechanical",NA,NA,NA,NA,41,3.90243902439024,1.67040231753881,35,3.34285714285714,1.93941860819554,NA,NA,NA,NA,-0.307885445293498,0.0535853135753385,NA,30,30,"Laakasuo et al., (2023)","Study 4","Right"," "," ","    "
"109",111,"laakasuo2023b_s4",12,20,31,111,"right",61.4035087719298,30.5614035087719,12.8257797644594,"continuous","right","sidee","action",67,"harm","implied","robot","mechanical",NA,NA,NA,NA,28,2.60714285714286,1.54774114292496,29,3.41379310344828,1.50041045287401,NA,NA,NA,NA,0.522100365769096,0.0725881740888019,NA,31,30,"Laakasuo et al., (2023)","Study 4","Right"," "," ","    "
"110",112,"laakasuo2023b_s4",12,20,32,112,"right",61.1111111111111,33.3194444444444,14.4005344080109,"continuous","right",NA,"action",67,"harm","implied","robot","mechanical",NA,NA,NA,NA,42,4.14285714285714,1.76097850531097,30,3.8,1.66919348685277,NA,NA,NA,NA,-0.196785125437655,0.0574117764872565,NA,32,30,"Laakasuo et al., (2023)","Study 4","Right"," "," ","    "
"111",113,"laakasuo2023b_s5",12,21,33,113,"appropriate",43.7751004016064,29.0441767068273,10.9615372377149,"continuous","appropriate",NA,"action",54,"harm","implied","robot","mechanical",NA,NA,NA,NA,123,4.33333333333333,1.66775920474969,126,4.16666666666667,1.70997075998392,NA,NA,NA,NA,-0.098362992047172,0.0160860175068078,NA,33,32,"Laakasuo et al., (2023)","Study 5","Appropriate"," ","Study 5","   Study 5"
"112",114,"laakasuo2023b_s5",12,21,34,114,"appropriate",48.207171314741,29.609561752988,10.3052873908092,"continuous","appropriate",NA,"inaction",54,"notharm","implied","robot","mechanical",NA,NA,NA,NA,127,4.09448818897638,1.76578176789872,124,4.59677419354839,1.64252113789574,NA,NA,NA,NA,0.293534084513494,0.0161101698427434,NA,34,32,"Laakasuo et al., (2023)","Study 5","Appropriate"," "," ","    "
"113",115,"laakasuo2023b_s5",12,21,33,115,"right",43.7751004016064,29.0441767068273,10.9615372377149,"continuous","right",NA,"action",54,"harm","implied","robot","mechanical",NA,NA,NA,NA,123,4.20325203252033,1.6091915778799,126,3.46825396825397,1.61832757097694,NA,NA,NA,NA,-0.454054950199949,0.0164805769839095,NA,33,33,"Laakasuo et al., (2023)","Study 5","Right"," "," ","    "
"114",116,"laakasuo2023b_s5",12,21,34,116,"right",48.207171314741,29.609561752988,10.3052873908092,"continuous","right",NA,"inaction",54,"notharm","implied","robot","mechanical",NA,NA,NA,NA,127,4.52755905511811,1.63215103785578,124,4.99193548387097,1.4055405333628,NA,NA,NA,NA,0.303704991651506,0.016122270367012,NA,34,33,"Laakasuo et al., (2023)","Study 5","Right"," "," ","    "
"115",117,"malle2015_s1",13,22,35,117,"permissible",42.3076923076923,33.4556962025316,12.2388593698823,"binary","permissible","sidee","action",46.5,"harm","implied","robot","mechanical",NA,0.0521726436643792,-0.111436117034821,"blame",40,NA,NA,39,NA,NA,28,11,26,14,0.173817476831963,0.0718914792027676,NA,35,34,"Malle et al., (2015)","Study 1","Permissible","Malle et al., (2015)","Study 1","Malle et al., (2015) Study 1"
"116",118,"malle2015_s1",13,22,36,118,"permissible",43.5897435897436,34.8717948717949,10.7912410060605,"binary","permissible","sidee","inaction",46.5,"harm","implied","robot","mechanical",NA,-0.195907515827413,0.28901506575541,"blame",38,NA,NA,40,NA,NA,33,7,25,13,0.494360601666147,0.0881747347597535,NA,36,34,"Malle et al., (2015)","Study 1","Permissible"," "," ","    "
"117",119,"malle2015_s2",13,23,37,119,"wrong",51.8987341772152,33.6075949367089,11.3322975260287,"binary","wrong","sidee","action",46.5,"harm","implied","robot","mechanical",NA,0.0430699938567644,-0.535257528824281,"blame",39,NA,NA,40,NA,NA,35,5,20,19,1.04455701773149,0.10067364224312,NA,37,35,"Malle et al., (2015)","Study 2","Wrong"," ","Study 2","   Study 2"
"118",120,"malle2015_s2",13,23,38,120,"wrong",61.25,35.3,11.6264647913415,"binary","wrong","sidee","inaction",46.5,"harm","implied","robot","mechanical",NA,-0.171143568209436,0.568441301601638,"blame",40,NA,NA,41,NA,NA,28,13,34,6,-0.533325748012295,0.0938383489745051,NA,38,35,"Malle et al., (2015)","Study 2","Wrong"," "," ","    "
"119",122,"malle2019_s1",15,25,40,122,"wrong",45.6824512534819,35.1731843575419,22.2224091714486,"binary","wrong","meane","action",52,"harm","implied","AI","AI",NA,NA,NA,NA,89,NA,NA,270,NA,NA,200,70,75,14,-0.346570117851911,0.0316266837512154,NA,40,37,"Malle et al., (2019)","Study 1","Wrong","Malle et al., (2019)","Study 1","Malle et al., (2019) Study 1"
"120",123,"malle2019_s1",15,25,41,123,"wrong",48.7465181058496,33.3859154929577,10.9224448300866,"binary","wrong","sidee","inaction",52,"harm","implied","AI","AI",NA,NA,NA,NA,90,NA,NA,269,NA,NA,216,53,67,23,0.185129677125009,0.0248949759788098,NA,41,37,"Malle et al., (2019)","Study 1","Wrong"," "," ","    "
"121",124,"malle2024_s2.1",16,26,42,124,"wrong",46,33.95,11.7002762636813,"binary","wrong",NA,"action",52,"harm","implied","robot","mechanical",NA,NA,-0.0791396269116368,"blame",49,NA,NA,51,NA,NA,34,17,30,19,0.130327963900259,0.0529505133090607,NA,42,38,"Malle et al., (2024)","Study 2.1","Wrong","Malle et al., (2024)","Study 2.1","Malle et al., (2024) Study 2.1"
"122",125,"malle2024_s2.1",16,26,43,125,"wrong",49.4845360824742,34.65625,12.9507797976964,"binary","wrong",NA,"inaction",52,"harm","implied","robot","mechanical",NA,NA,-0.172321355348576,"blame",49,NA,NA,48,NA,NA,39,9,42,7,-0.179414772577131,0.0922282569052049,NA,43,38,"Malle et al., (2024)","Study 2.1","Wrong"," "," ","    "
