"","ref","article_id","study_id","participant_id","efN_id","aiN","aiMean","aiSD","aiN.1","aiN.0","humanN","humanMean","humanSD","humanN.1","humanN.0","dv_var","dv_type","dv_synonym","intent","in_action","RQ","harm","agent_intel","aiType_a","aiType_b","PMA","PMC","responsible","responsibleCat","yi","vi"
"24","bigman2018_s3",2,3,3,24,108,3.68518518518519,2.30662657003908,NA,NA,118,4.99152542372881,2.28893945027832,NA,NA,"right","continuous","right","sidee","action",59.5,"harm","implied","AI","AI","-0.323216249720236","-1.45124839972767","-0.658447959178101","punishment",-0.566709185933302,0.0184443649583687
"25","bigman2018_s3",2,3,3,25,108,3.94444444444444,2.47542437911115,NA,NA,118,5.17796610169492,2.3593109088573,NA,NA,"permissible","continuous","permissible","sidee","action",59.5,"harm","implied","AI","AI","-0.297753346006969","-1.45124839972767","-0.370865883535503","blame",-0.508963073708156,0.0183069404207078
"26","bigman2018_s3",2,3,3,26,108,3.94444444444444,2.47542437911115,NA,NA,118,5.17796610169492,2.3593109088573,NA,NA,"permissible","continuous","permissible","sidee","action",59.5,"harm","implied","AI","AI","-0.316393512566331","-1.45124839972767","-0.370865883535503","blame",-0.508963073708156,0.0183069404207078
"27","bigman2018_s3",2,3,3,27,108,3.94444444444444,2.47542437911115,NA,NA,118,5.17796610169492,2.3593109088573,NA,NA,"permissible","continuous","permissible","sidee","action",59.5,"harm","implied","AI","AI","-0.323216249720236","-1.45124839972767","-0.370865883535503","blame",-0.508963073708156,0.0183069404207078
"28","bigman2018_s3",2,3,3,28,108,3.94444444444444,2.47542437911115,NA,NA,118,5.17796610169492,2.3593109088573,NA,NA,"permissible","continuous","permissible","sidee","action",59.5,"harm","implied","AI","AI","-0.297753346006969","-1.45124839972767","-0.658447959178101","punishment",-0.508963073708156,0.0183069404207078
"29","bigman2018_s3",2,3,3,29,108,3.94444444444444,2.47542437911115,NA,NA,118,5.17796610169492,2.3593109088573,NA,NA,"permissible","continuous","permissible","sidee","action",59.5,"harm","implied","AI","AI","-0.316393512566331","-1.45124839972767","-0.658447959178101","punishment",-0.508963073708156,0.0183069404207078
"30","bigman2018_s3",2,3,3,30,108,3.94444444444444,2.47542437911115,NA,NA,118,5.17796610169492,2.3593109088573,NA,NA,"permissible","continuous","permissible","sidee","action",59.5,"harm","implied","AI","AI","-0.323216249720236","-1.45124839972767","-0.658447959178101","punishment",-0.508963073708156,0.0183069404207078
"31","bigman2018_s4",2,4,4,31,119,2.49579831932773,1.84975467718286,NA,NA,114,3.7719298245614,1.99128671755024,NA,NA,"moral","continuous","moral","sidee","action",61,"harm","implied","AI","AI","-0.47641984168434","-0.904653328761455","-0.219233500140864","blame",-0.662390149611868,0.0181168377577319
"32","bigman2018_s4",2,4,4,32,119,2.49579831932773,1.84975467718286,NA,NA,114,3.7719298245614,1.99128671755024,NA,NA,"moral","continuous","moral","sidee","action",61,"harm","implied","AI","AI","-0.505244736158788","-0.904653328761455","-0.219233500140864","blame",-0.662390149611868,0.0181168377577319
"33","bigman2018_s4",2,4,4,33,119,2.49579831932773,1.84975467718286,NA,NA,114,3.7719298245614,1.99128671755024,NA,NA,"moral","continuous","moral","sidee","action",61,"harm","implied","AI","AI","0.483743680775057","-0.904653328761455","-0.219233500140864","blame",-0.662390149611868,0.0181168377577319
"34","bigman2018_s4",2,4,4,34,119,2.49579831932773,1.84975467718286,NA,NA,114,3.7719298245614,1.99128671755024,NA,NA,"moral","continuous","moral","sidee","action",61,"harm","implied","AI","AI","-0.47641984168434","-0.904653328761455","-0.380616800752128","punishment",-0.662390149611868,0.0181168377577319
"35","bigman2018_s4",2,4,4,35,119,2.49579831932773,1.84975467718286,NA,NA,114,3.7719298245614,1.99128671755024,NA,NA,"moral","continuous","moral","sidee","action",61,"harm","implied","AI","AI","-0.505244736158788","-0.904653328761455","-0.380616800752128","punishment",-0.662390149611868,0.0181168377577319
"36","bigman2018_s4",2,4,4,36,119,2.49579831932773,1.84975467718286,NA,NA,114,3.7719298245614,1.99128671755024,NA,NA,"moral","continuous","moral","sidee","action",61,"harm","implied","AI","AI","0.483743680775057","-0.904653328761455","-0.380616800752128","punishment",-0.662390149611868,0.0181168377577319
"37","bigman2018_s4",2,4,4,37,119,2.18487394957983,1.69228752292506,NA,NA,114,3.2719298245614,2.08782856126324,NA,NA,"right","continuous","right","sidee","action",61,"harm","implied","AI","AI","-0.47641984168434","-0.904653328761455","-0.219233500140864","blame",-0.571443291250618,0.0178760367380163
"38","bigman2018_s4",2,4,4,38,119,2.18487394957983,1.69228752292506,NA,NA,114,3.2719298245614,2.08782856126324,NA,NA,"right","continuous","right","sidee","action",61,"harm","implied","AI","AI","-0.505244736158788","-0.904653328761455","-0.219233500140864","blame",-0.571443291250618,0.0178760367380163
"39","bigman2018_s4",2,4,4,39,119,2.18487394957983,1.69228752292506,NA,NA,114,3.2719298245614,2.08782856126324,NA,NA,"right","continuous","right","sidee","action",61,"harm","implied","AI","AI","0.483743680775057","-0.904653328761455","-0.219233500140864","blame",-0.571443291250618,0.0178760367380163
"40","bigman2018_s4",2,4,4,40,119,2.18487394957983,1.69228752292506,NA,NA,114,3.2719298245614,2.08782856126324,NA,NA,"right","continuous","right","sidee","action",61,"harm","implied","AI","AI","-0.47641984168434","-0.904653328761455","-0.380616800752128","punishment",-0.571443291250618,0.0178760367380163
"41","bigman2018_s4",2,4,4,41,119,2.18487394957983,1.69228752292506,NA,NA,114,3.2719298245614,2.08782856126324,NA,NA,"right","continuous","right","sidee","action",61,"harm","implied","AI","AI","-0.505244736158788","-0.904653328761455","-0.380616800752128","punishment",-0.571443291250618,0.0178760367380163
"42","bigman2018_s4",2,4,4,42,119,2.18487394957983,1.69228752292506,NA,NA,114,3.2719298245614,2.08782856126324,NA,NA,"right","continuous","right","sidee","action",61,"harm","implied","AI","AI","0.483743680775057","-0.904653328761455","-0.380616800752128","punishment",-0.571443291250618,0.0178760367380163
"43","bigman2018_s4",2,4,4,43,119,2.88235294117647,2.09590589850638,NA,NA,114,4.52631578947368,2.14191431339892,NA,NA,"permissible","continuous","permissible","sidee","action",61,"harm","implied","AI","AI","-0.47641984168434","-0.904653328761455","-0.219233500140864","blame",-0.773467039761162,0.0184590921596505
"44","bigman2018_s4",2,4,4,44,119,2.88235294117647,2.09590589850638,NA,NA,114,4.52631578947368,2.14191431339892,NA,NA,"permissible","continuous","permissible","sidee","action",61,"harm","implied","AI","AI","-0.505244736158788","-0.904653328761455","-0.219233500140864","blame",-0.773467039761162,0.0184590921596505
"45","bigman2018_s4",2,4,4,45,119,2.88235294117647,2.09590589850638,NA,NA,114,4.52631578947368,2.14191431339892,NA,NA,"permissible","continuous","permissible","sidee","action",61,"harm","implied","AI","AI","0.483743680775057","-0.904653328761455","-0.219233500140864","blame",-0.773467039761162,0.0184590921596505
"46","bigman2018_s4",2,4,4,46,119,2.88235294117647,2.09590589850638,NA,NA,114,4.52631578947368,2.14191431339892,NA,NA,"permissible","continuous","permissible","sidee","action",61,"harm","implied","AI","AI","-0.47641984168434","-0.904653328761455","-0.380616800752128","punishment",-0.773467039761162,0.0184590921596505
"47","bigman2018_s4",2,4,4,47,119,2.88235294117647,2.09590589850638,NA,NA,114,4.52631578947368,2.14191431339892,NA,NA,"permissible","continuous","permissible","sidee","action",61,"harm","implied","AI","AI","-0.505244736158788","-0.904653328761455","-0.380616800752128","punishment",-0.773467039761162,0.0184590921596505
"48","bigman2018_s4",2,4,4,48,119,2.88235294117647,2.09590589850638,NA,NA,114,4.52631578947368,2.14191431339892,NA,NA,"permissible","continuous","permissible","sidee","action",61,"harm","implied","AI","AI","0.483743680775057","-0.904653328761455","-0.380616800752128","punishment",-0.773467039761162,0.0184590921596505
"49","bigman2018_s5",2,5,5,49,224,3.49107142857143,2.16368534516967,NA,NA,231,4.9004329004329,2.12307197108132,NA,NA,"moral","continuous","moral",NA,"action",59.5,"harm","implied","AI","AI","-0.540216176249822","-1.16639012568968","-0.183970978446544","blame",-0.656519297761041,0.0092669357447545
"50","bigman2018_s5",2,5,5,50,224,3.49107142857143,2.16368534516967,NA,NA,231,4.9004329004329,2.12307197108132,NA,NA,"moral","continuous","moral",NA,"action",59.5,"harm","implied","AI","AI","-0.723030113215714","-1.16639012568968","-0.183970978446544","blame",-0.656519297761041,0.0092669357447545
"51","bigman2018_s5",2,5,5,51,224,3.49107142857143,2.16368534516967,NA,NA,231,4.9004329004329,2.12307197108132,NA,NA,"moral","continuous","moral",NA,"action",59.5,"harm","implied","AI","AI","-0.657046490294901","-1.16639012568968","-0.183970978446544","blame",-0.656519297761041,0.0092669357447545
"52","bigman2018_s5",2,5,5,52,224,3.49107142857143,2.16368534516967,NA,NA,231,4.9004329004329,2.12307197108132,NA,NA,"moral","continuous","moral",NA,"action",59.5,"harm","implied","AI","AI","-0.540216176249822","-1.16639012568968","-0.324960548475973","punishment",-0.656519297761041,0.0092669357447545
"53","bigman2018_s5",2,5,5,53,224,3.49107142857143,2.16368534516967,NA,NA,231,4.9004329004329,2.12307197108132,NA,NA,"moral","continuous","moral",NA,"action",59.5,"harm","implied","AI","AI","-0.723030113215714","-1.16639012568968","-0.324960548475973","punishment",-0.656519297761041,0.0092669357447545
"54","bigman2018_s5",2,5,5,54,224,3.49107142857143,2.16368534516967,NA,NA,231,4.9004329004329,2.12307197108132,NA,NA,"moral","continuous","moral",NA,"action",59.5,"harm","implied","AI","AI","-0.657046490294901","-1.16639012568968","-0.324960548475973","punishment",-0.656519297761041,0.0092669357447545
"55","bigman2018_s5",2,5,5,55,224,3.42410714285714,2.26368268291237,NA,NA,231,4.63636363636364,2.36960329229301,NA,NA,"right","continuous","right",NA,"action",59.5,"harm","implied","AI","AI","-0.540216176249822","-1.16639012568968","-0.183970978446544","blame",-0.522093852178316,0.0090928306921718
"56","bigman2018_s5",2,5,5,56,224,3.42410714285714,2.26368268291237,NA,NA,231,4.63636363636364,2.36960329229301,NA,NA,"right","continuous","right",NA,"action",59.5,"harm","implied","AI","AI","-0.723030113215714","-1.16639012568968","-0.183970978446544","blame",-0.522093852178316,0.0090928306921718
"57","bigman2018_s5",2,5,5,57,224,3.42410714285714,2.26368268291237,NA,NA,231,4.63636363636364,2.36960329229301,NA,NA,"right","continuous","right",NA,"action",59.5,"harm","implied","AI","AI","-0.657046490294901","-1.16639012568968","-0.183970978446544","blame",-0.522093852178316,0.0090928306921718
"58","bigman2018_s5",2,5,5,58,224,3.42410714285714,2.26368268291237,NA,NA,231,4.63636363636364,2.36960329229301,NA,NA,"right","continuous","right",NA,"action",59.5,"harm","implied","AI","AI","-0.540216176249822","-1.16639012568968","-0.324960548475973","punishment",-0.522093852178316,0.0090928306921718
"59","bigman2018_s5",2,5,5,59,224,3.42410714285714,2.26368268291237,NA,NA,231,4.63636363636364,2.36960329229301,NA,NA,"right","continuous","right",NA,"action",59.5,"harm","implied","AI","AI","-0.723030113215714","-1.16639012568968","-0.324960548475973","punishment",-0.522093852178316,0.0090928306921718
"60","bigman2018_s5",2,5,5,60,224,3.42410714285714,2.26368268291237,NA,NA,231,4.63636363636364,2.36960329229301,NA,NA,"right","continuous","right",NA,"action",59.5,"harm","implied","AI","AI","-0.657046490294901","-1.16639012568968","-0.324960548475973","punishment",-0.522093852178316,0.0090928306921718
"61","bigman2018_s5",2,5,5,61,224,3.89732142857143,2.31260766842518,NA,NA,231,5.65800865800866,2.20077326724898,NA,NA,"permissible","continuous","permissible",NA,"action",59.5,"harm","implied","AI","AI","-0.540216176249822","-1.16639012568968","-0.183970978446544","blame",-0.778974240885792,0.00946010418390938
"62","bigman2018_s5",2,5,5,62,224,3.89732142857143,2.31260766842518,NA,NA,231,5.65800865800866,2.20077326724898,NA,NA,"permissible","continuous","permissible",NA,"action",59.5,"harm","implied","AI","AI","-0.723030113215714","-1.16639012568968","-0.183970978446544","blame",-0.778974240885792,0.00946010418390938
"63","bigman2018_s5",2,5,5,63,224,3.89732142857143,2.31260766842518,NA,NA,231,5.65800865800866,2.20077326724898,NA,NA,"permissible","continuous","permissible",NA,"action",59.5,"harm","implied","AI","AI","-0.657046490294901","-1.16639012568968","-0.183970978446544","blame",-0.778974240885792,0.00946010418390938
"64","bigman2018_s5",2,5,5,64,224,3.89732142857143,2.31260766842518,NA,NA,231,5.65800865800866,2.20077326724898,NA,NA,"permissible","continuous","permissible",NA,"action",59.5,"harm","implied","AI","AI","-0.540216176249822","-1.16639012568968","-0.324960548475973","punishment",-0.778974240885792,0.00946010418390938
"65","bigman2018_s5",2,5,5,65,224,3.89732142857143,2.31260766842518,NA,NA,231,5.65800865800866,2.20077326724898,NA,NA,"permissible","continuous","permissible",NA,"action",59.5,"harm","implied","AI","AI","-0.723030113215714","-1.16639012568968","-0.324960548475973","punishment",-0.778974240885792,0.00946010418390938
"66","bigman2018_s5",2,5,5,66,224,3.89732142857143,2.31260766842518,NA,NA,231,5.65800865800866,2.20077326724898,NA,NA,"permissible","continuous","permissible",NA,"action",59.5,"harm","implied","AI","AI","-0.657046490294901","-1.16639012568968","-0.324960548475973","punishment",-0.778974240885792,0.00946010418390938
"67","cassioli2023_s1",3,6,6,67,34,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,"continuous_inferential","moral",NA,NA,48,"harm","notImplied","AI","AI",NA,NA,NA,NA,-1.07896455542267,0.13560553633218
"68","chu2023_s2",4,7,7,68,121,6.38842975206612,2.51121451634611,NA,NA,127,6.5748031496063,2.37887423368125,NA,NA,"permissible","continuous","permissible","sidee","action",61,"harm","notImplied","robot","mechanical",NA,NA,"0.0235898116563106","blame",-0.0760146277084657,0.0161501282023554
"69","chu2023_s2",4,7,8,69,218,5.69724770642202,2.70178158376602,NA,NA,206,5.57281553398058,2.63411739926742,NA,NA,"permissible","continuous","permissible","sidee","inaction",61,"harm","notImplied","robot","mechanical",NA,NA,"0.0407405955663559","blame",0.0465361627225387,0.0094440786859559
"70","chu2023_s2",4,7,9,70,122,5,2.53569557836025,NA,NA,110,3.70909090909091,2.4731417991357,NA,NA,"permissible","continuous","permissible","meane","action",61,"harm","notImplied","robot","mechanical",NA,NA,"-0.251189747905837","blame",0.513395208759261,0.0178556791963004
"71","chu2023_s2",4,7,7,71,121,6.52066115702479,2.22523097510393,NA,NA,127,6.48818897637795,2.44581320826403,NA,NA,"wrong","continuous","wrong","sidee","action",61,"harm","notImplied","robot","mechanical",NA,NA,"0.0235898116563106","blame",0.013829853158954,0.0161388641725424
"72","chu2023_s2",4,7,8,72,218,5.29816513761468,2.65671852099405,NA,NA,206,5.53883495145631,2.66612838911787,NA,NA,"wrong","continuous","wrong","sidee","inaction",61,"harm","notImplied","robot","mechanical",NA,NA,"0.0407405955663559","blame",-0.0902725529126173,0.00945113472294697
"73","chu2023_s2",4,7,9,73,122,4.79508196721311,2.51257506640105,NA,NA,110,3.85454545454545,2.38818330876496,NA,NA,"wrong","continuous","wrong","meane","action",61,"harm","notImplied","robot","mechanical",NA,NA,"-0.251189747905837","blame",0.381951496338151,0.0176020419229771
"74","chu2023_s2",4,7,7,74,121,4.44628099173554,2.50316603931614,NA,NA,127,4.38582677165354,2.6964033778541,NA,NA,"acceptable","continuous","acceptable","sidee","action",61,"harm","notImplied","robot","mechanical",NA,NA,"0.0235898116563106","blame",0.0231456347424626,0.0161395586394159
"75","chu2023_s2",4,7,8,75,218,4.20183486238532,2.56088916194997,NA,NA,206,3.74757281553398,2.37761284916735,NA,NA,"acceptable","continuous","acceptable","sidee","inaction",61,"harm","notImplied","robot","mechanical",NA,NA,"0.0407405955663559","blame",0.183320938682202,0.00948115528043513
"76","chu2023_s2",4,7,9,76,122,4.12295081967213,2.3795890639486,NA,NA,110,3.42727272727273,2.13944642976983,NA,NA,"acceptable","continuous","acceptable","meane","action",61,"harm","notImplied","robot","mechanical",NA,NA,"-0.251189747905837","blame",0.305606467957376,0.0174889134050944
"77","he2024_s1",5,8,10,77,40,1.762500000025,0.641321085731346,NA,NA,40,1.5858333334,0.387253275973335,NA,NA,"moral","continuous","moral",NA,NA,56,"notharm","notImplied","AI","AI",NA,NA,NA,NA,0.330275575675079,0.0506817622242969
"78","hidalgo2021_s1",6,9,11,78,355,NA,NA,272,83,355,NA,NA,230,125,NA,"binary","wrong","sidee","action",33,"harm","implied","robot","mechanical",NA,NA,NA,NA,0.318224770754728,0.00853301357545121
"79","hidalgo2021_s1",6,9,12,79,355,NA,NA,250,105,355,NA,NA,264,91,NA,"binary","wrong","sidee","inaction",33,"harm","implied","robot","mechanical",NA,NA,NA,NA,-0.108936541064543,0.0086023810531582
"80","komatsu2017_s1",8,11,13,80,35,NA,NA,27,8,35,NA,NA,29,6,"wrong","binary","wrong","sidee","action",31,"harm","implied","robot","mechanical",NA,NA,NA,NA,-0.198004830917754,0.110395446736743
"81","komatsu2017_s1",8,11,14,81,34,NA,NA,25,9,37,NA,NA,30,7,"wrong","binary","wrong","sidee","inaction",31,"harm","implied","robot","mechanical",NA,NA,NA,NA,-0.239076048666464,0.0994877527002383
"82","komatsu2021_s1",9,12,15,82,126,NA,NA,78,48,142,NA,NA,74,68,"permissible","binary","permissible","sidee","action",53,"harm","implied","robot","mechanical",NA,"0.0235448289714983","-0.0606300707143122","blame",0.221055556452308,0.0188072103518571
"83","komatsu2021_s1",9,12,16,83,114,NA,NA,74,40,121,NA,NA,70,51,"permissible","binary","permissible","sidee","inaction",53,"harm","implied","robot","mechanical",NA,"-0.0264647594771","0.090214928468967","blame",0.164580512956147,0.0220091103940774
"84","komatsu2021_s2",9,13,17,84,194,NA,NA,103,91,191,NA,NA,84,107,"permissible","binary","permissible","sidee","action",52,"harm","implied","robot","mechanical",NA,"-0.030764117628351","-0.0778662442386596","blame",0.201721052805558,0.0127507557888776
"85","komatsu2021_s2",9,13,18,85,202,NA,NA,102,100,199,NA,NA,71,128,"permissible","binary","permissible","sidee","inaction",52,"harm","implied","robot","mechanical",NA,"0.00247421248532502","0.190480757246643","blame",0.335843658447672,0.0126755623375173
"86","komatsu2021_s3",9,14,19,86,155,NA,NA,91,64,94,NA,NA,57,37,"permissible","binary","permissible","sidee","action",52,"harm","implied","robot","mechanical",NA,"-0.0792478888707522","-0.081365946066249","blame",-0.0441928327982351,0.0216376142666783
"87","komatsu2021_s3",9,14,20,87,152,NA,NA,75,77,98,NA,NA,52,46,"permissible","binary","permissible","sidee","inaction",52,"harm","implied","robot","mechanical",NA,"-0.0604362889464676","0.0640407949849043","blame",-0.0821036953404047,0.0204537821126258
"88","laakasuo2021_s1",10,15,21,88,21,4.14285714285714,1.2136786531104,NA,NA,26,4.12820512820513,1.1078584870598,NA,NA,"moral","continuous","moral","meane","action",47,"harm","notImplied","robot","mechanical","-0.247363722459077","-0.782398569434731",NA,NA,0.0124612002812344,0.0860822380115696
"89","laakasuo2021_s1",10,15,21,89,38,4.70175438596491,1.38587788048041,NA,NA,26,4.12820512820513,1.1078584870598,NA,NA,"moral","continuous","moral","meane","action",47,"harm","notImplied","robot","humanoid","-0.0471168995160148","-1.25542563513081",NA,NA,0.442275309446512,0.0663055111332384
"90","laakasuo2021_s1",10,15,22,90,19,3.85964912280702,1.51256380122014,NA,NA,21,4.68253968253968,1.5365046569557,NA,NA,"moral","continuous","moral","sidee","inaction",47,"harm","notImplied","robot","mechanical","-0.0296480075749521","-1.80333465817679",NA,NA,-0.528794734912805,0.10374592496231
"91","laakasuo2021_s1",10,15,22,91,35,4.01904761904762,1.39077929239308,NA,NA,21,4.68253968253968,1.5365046569557,NA,NA,"moral","continuous","moral","sidee","inaction",47,"harm","notImplied","robot","humanoid","-0.562452781385685","-2.54501500136012",NA,NA,-0.452293743472508,0.0780169907474795
"92","laakasuo2021_s2",10,16,23,92,49,5.13265306122449,1.51219180814665,NA,NA,50,5.22,1.38839946025072,NA,NA,"moral","continuous","moral","meane","action",50,"harm","notImplied","robot","mechanical","-0.230047868774051","-0.765794944638919",NA,NA,-0.0597317999379393,0.040426182901285
"93","laakasuo2021_s2",10,16,23,93,100,4.6175,1.28925973200347,NA,NA,50,5.22,1.38839946025072,NA,NA,"moral","continuous","moral","meane","action",50,"harm","notImplied","robot","humanoid","-0.313992912811378","-0.735844540013045",NA,NA,-0.453124234652062,0.0306844052400967
"94","laakasuo2021_s2",10,16,24,94,50,3.89,1.11593284853927,NA,NA,52,3.94711538461539,1.6196832618689,NA,NA,"moral","continuous","moral","sidee","inaction",50,"harm","notImplied","robot","mechanical","-0.00290428538457064","-0.679429937096915",NA,NA,-0.0406130953621578,0.039238854640156
