"ref","article_id","study_id","participant_id","efN_id","dv_var","pct_female","age_mean","age_sd","dv_type","dv_synonym","intent","in_action","RQ","harm","agent_intel","aiType_a","aiType_b","PMA","PMC","responsible","responsibleCat","humanN","humanMean","humanSD","aiN","aiMean","aiSD","aiN.1","aiN.0","humanN.1","humanN.0","yi","vi"
"sundvall2023_s4.2",22,43,64,51,"wrong",61.2,38.2,11.8,"continuous","wrong","sidee","action",59.5,"harm","notImplied","robot","humanoid","-0.297196762097726",NA,"-0.0565696498881654","blame",408,5.46813725490196,1.11068717723976,403,5.19230769230769,1.07011199702856,NA,NA,NA,NA,-0.252654538839211,0.00497172528227874
"sundvall2023_s4.2",22,43,64,51,"wrong",61.2,38.2,11.8,"continuous","wrong","sidee","action",59.5,"harm","notImplied","robot","humanoid","-0.28761819887369",NA,"0.1419612065568","punishment",408,5.46813725490196,1.11068717723976,403,5.19230769230769,1.07011199702856,NA,NA,NA,NA,-0.252654538839211,0.00497172528227874
"sundvall2023_s4.2",22,43,64,51,"wrong",61.2,38.2,11.8,"continuous","wrong","sidee","action",59.5,"harm","notImplied","robot","humanoid","-0.297196762097726",NA,"0.1419612065568","punishment",408,5.46813725490196,1.11068717723976,403,5.19230769230769,1.07011199702856,NA,NA,NA,NA,-0.252654538839211,0.00497172528227874
"sundvall2023_s4.2",22,43,64,51,"wrong",61.2,38.2,11.8,"continuous","wrong","sidee","action",59.5,"harm","notImplied","robot","humanoid","-0.28761819887369",NA,"-0.329089612216403","praise",408,5.46813725490196,1.11068717723976,403,5.19230769230769,1.07011199702856,NA,NA,NA,NA,-0.252654538839211,0.00497172528227874
"sundvall2023_s4.2",22,43,64,51,"wrong",61.2,38.2,11.8,"continuous","wrong","sidee","action",59.5,"harm","notImplied","robot","humanoid","-0.297196762097726",NA,"-0.329089612216403","praise",408,5.46813725490196,1.11068717723976,403,5.19230769230769,1.07011199702856,NA,NA,NA,NA,-0.252654538839211,0.00497172528227874
"sundvall2023_s4.2",22,43,64,51,"wrong.slider",61.2,38.2,11.8,"continuous","wrong","sidee","action",59.5,"harm","notImplied","robot","humanoid","-0.28761819887369",NA,"-0.0565696498881654","blame",408,74.5637254901961,18.5608331869225,403,69.0645161290323,18.2989833731048,NA,NA,NA,NA,-0.298087731561828,0.00498715190355595
"sundvall2023_s4.2",22,43,64,51,"wrong.slider",61.2,38.2,11.8,"continuous","wrong","sidee","action",59.5,"harm","notImplied","robot","humanoid","-0.297196762097726",NA,"-0.0565696498881654","blame",408,74.5637254901961,18.5608331869225,403,69.0645161290323,18.2989833731048,NA,NA,NA,NA,-0.298087731561828,0.00498715190355595
"sundvall2023_s4.2",22,43,64,51,"wrong.slider",61.2,38.2,11.8,"continuous","wrong","sidee","action",59.5,"harm","notImplied","robot","humanoid","-0.28761819887369",NA,"0.1419612065568","punishment",408,74.5637254901961,18.5608331869225,403,69.0645161290323,18.2989833731048,NA,NA,NA,NA,-0.298087731561828,0.00498715190355595
"sundvall2023_s4.2",22,43,64,51,"wrong.slider",61.2,38.2,11.8,"continuous","wrong","sidee","action",59.5,"harm","notImplied","robot","humanoid","-0.297196762097726",NA,"0.1419612065568","punishment",408,74.5637254901961,18.5608331869225,403,69.0645161290323,18.2989833731048,NA,NA,NA,NA,-0.298087731561828,0.00498715190355595
"sundvall2023_s4.2",22,43,64,51,"wrong.slider",61.2,38.2,11.8,"continuous","wrong","sidee","action",59.5,"harm","notImplied","robot","humanoid","-0.28761819887369",NA,"-0.329089612216403","praise",408,74.5637254901961,18.5608331869225,403,69.0645161290323,18.2989833731048,NA,NA,NA,NA,-0.298087731561828,0.00498715190355595
"sundvall2023_s4.2",22,43,64,51,"wrong.slider",61.2,38.2,11.8,"continuous","wrong","sidee","action",59.5,"harm","notImplied","robot","humanoid","-0.297196762097726",NA,"-0.329089612216403","praise",408,74.5637254901961,18.5608331869225,403,69.0645161290323,18.2989833731048,NA,NA,NA,NA,-0.298087731561828,0.00498715190355595
"sundvall2023_s4.2",22,43,64,51,"permissible",61.2,38.2,11.8,"continuous","permissible","sidee","action",59.5,"harm","notImplied","robot","humanoid","-0.28761819887369",NA,"-0.0565696498881654","blame",408,5.6985294117647,1.06936238740417,403,5.31017369727047,1.06764758361036,NA,NA,NA,NA,-0.36311810208602,0.0050136614352174
"sundvall2023_s4.2",22,43,64,51,"permissible",61.2,38.2,11.8,"continuous","permissible","sidee","action",59.5,"harm","notImplied","robot","humanoid","-0.297196762097726",NA,"-0.0565696498881654","blame",408,5.6985294117647,1.06936238740417,403,5.31017369727047,1.06764758361036,NA,NA,NA,NA,-0.36311810208602,0.0050136614352174
"sundvall2023_s4.2",22,43,64,51,"permissible",61.2,38.2,11.8,"continuous","permissible","sidee","action",59.5,"harm","notImplied","robot","humanoid","-0.28761819887369",NA,"0.1419612065568","punishment",408,5.6985294117647,1.06936238740417,403,5.31017369727047,1.06764758361036,NA,NA,NA,NA,-0.36311810208602,0.0050136614352174
"sundvall2023_s4.2",22,43,64,51,"permissible",61.2,38.2,11.8,"continuous","permissible","sidee","action",59.5,"harm","notImplied","robot","humanoid","-0.297196762097726",NA,"0.1419612065568","punishment",408,5.6985294117647,1.06936238740417,403,5.31017369727047,1.06764758361036,NA,NA,NA,NA,-0.36311810208602,0.0050136614352174
"sundvall2023_s4.2",22,43,64,51,"permissible",61.2,38.2,11.8,"continuous","permissible","sidee","action",59.5,"harm","notImplied","robot","humanoid","-0.28761819887369",NA,"-0.329089612216403","praise",408,5.6985294117647,1.06936238740417,403,5.31017369727047,1.06764758361036,NA,NA,NA,NA,-0.36311810208602,0.0050136614352174
"sundvall2023_s4.2",22,43,64,51,"permissible",61.2,38.2,11.8,"continuous","permissible","sidee","action",59.5,"harm","notImplied","robot","humanoid","-0.297196762097726",NA,"-0.329089612216403","praise",408,5.6985294117647,1.06936238740417,403,5.31017369727047,1.06764758361036,NA,NA,NA,NA,-0.36311810208602,0.0050136614352174
"sundvall2023_s4.2",22,43,64,51,"permissible.slider",61.2,38.2,11.8,"continuous","permissible","sidee","action",59.5,"harm","notImplied","robot","humanoid","-0.28761819887369",NA,"-0.0565696498881654","blame",408,78.531862745098,18.0161397600416,403,71.7320099255583,17.8050915821474,NA,NA,NA,NA,-0.37928240274113,0.00502105994629418
"sundvall2023_s4.2",22,43,64,51,"permissible.slider",61.2,38.2,11.8,"continuous","permissible","sidee","action",59.5,"harm","notImplied","robot","humanoid","-0.297196762097726",NA,"-0.0565696498881654","blame",408,78.531862745098,18.0161397600416,403,71.7320099255583,17.8050915821474,NA,NA,NA,NA,-0.37928240274113,0.00502105994629418
"sundvall2023_s4.2",22,43,64,51,"permissible.slider",61.2,38.2,11.8,"continuous","permissible","sidee","action",59.5,"harm","notImplied","robot","humanoid","-0.28761819887369",NA,"0.1419612065568","punishment",408,78.531862745098,18.0161397600416,403,71.7320099255583,17.8050915821474,NA,NA,NA,NA,-0.37928240274113,0.00502105994629418
"sundvall2023_s4.2",22,43,64,51,"permissible.slider",61.2,38.2,11.8,"continuous","permissible","sidee","action",59.5,"harm","notImplied","robot","humanoid","-0.297196762097726",NA,"0.1419612065568","punishment",408,78.531862745098,18.0161397600416,403,71.7320099255583,17.8050915821474,NA,NA,NA,NA,-0.37928240274113,0.00502105994629418
"sundvall2023_s4.2",22,43,64,51,"permissible.slider",61.2,38.2,11.8,"continuous","permissible","sidee","action",59.5,"harm","notImplied","robot","humanoid","-0.28761819887369",NA,"-0.329089612216403","praise",408,78.531862745098,18.0161397600416,403,71.7320099255583,17.8050915821474,NA,NA,NA,NA,-0.37928240274113,0.00502105994629418
"sundvall2023_s4.2",22,43,64,51,"permissible.slider",61.2,38.2,11.8,"continuous","permissible","sidee","action",59.5,"harm","notImplied","robot","humanoid","-0.297196762097726",NA,"-0.329089612216403","praise",408,78.531862745098,18.0161397600416,403,71.7320099255583,17.8050915821474,NA,NA,NA,NA,-0.37928240274113,0.00502105994629418
"sundvall2023_s5",22,44,65,51,"acceptable",54.5,41.54,13.88,"continuous","acceptable","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.361670081850884",NA,"0.127597975320826","blame",461,5.45010845986985,1.04865596648137,454,5.1784140969163,1.02834921846663,NA,NA,NA,NA,-0.26137420102488,0.00440917197475912
"sundvall2023_s5",22,44,65,51,"acceptable",54.5,41.54,13.88,"continuous","acceptable","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.381991619481181",NA,"0.127597975320826","blame",461,5.45010845986985,1.04865596648137,454,5.1784140969163,1.02834921846663,NA,NA,NA,NA,-0.26137420102488,0.00440917197475912
"sundvall2023_s5",22,44,65,51,"acceptable",54.5,41.54,13.88,"continuous","acceptable","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.361670081850884",NA,"0.12002600474964","punishment",461,5.45010845986985,1.04865596648137,454,5.1784140969163,1.02834921846663,NA,NA,NA,NA,-0.26137420102488,0.00440917197475912
"sundvall2023_s5",22,44,65,51,"acceptable",54.5,41.54,13.88,"continuous","acceptable","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.381991619481181",NA,"0.12002600474964","punishment",461,5.45010845986985,1.04865596648137,454,5.1784140969163,1.02834921846663,NA,NA,NA,NA,-0.26137420102488,0.00440917197475912
"sundvall2023_s5",22,44,65,51,"acceptable",54.5,41.54,13.88,"continuous","acceptable","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.361670081850884",NA,"-0.322760202862226","praise",461,5.45010845986985,1.04865596648137,454,5.1784140969163,1.02834921846663,NA,NA,NA,NA,-0.26137420102488,0.00440917197475912
"sundvall2023_s5",22,44,65,51,"acceptable",54.5,41.54,13.88,"continuous","acceptable","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.381991619481181",NA,"-0.322760202862226","praise",461,5.45010845986985,1.04865596648137,454,5.1784140969163,1.02834921846663,NA,NA,NA,NA,-0.26137420102488,0.00440917197475912
"sundvall2023_s5",22,44,65,51,"acceptable.slider",54.5,41.54,13.88,"continuous","acceptable","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.361670081850884",NA,"0.127597975320826","blame",461,73.9609544468547,17.4697127462039,454,69.1277533039648,17.191274951427,NA,NA,NA,NA,-0.278628895779891,0.00441426355323023
"sundvall2023_s5",22,44,65,51,"acceptable.slider",54.5,41.54,13.88,"continuous","acceptable","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.381991619481181",NA,"0.127597975320826","blame",461,73.9609544468547,17.4697127462039,454,69.1277533039648,17.191274951427,NA,NA,NA,NA,-0.278628895779891,0.00441426355323023
"sundvall2023_s5",22,44,65,51,"acceptable.slider",54.5,41.54,13.88,"continuous","acceptable","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.361670081850884",NA,"0.12002600474964","punishment",461,73.9609544468547,17.4697127462039,454,69.1277533039648,17.191274951427,NA,NA,NA,NA,-0.278628895779891,0.00441426355323023
"sundvall2023_s5",22,44,65,51,"acceptable.slider",54.5,41.54,13.88,"continuous","acceptable","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.381991619481181",NA,"0.12002600474964","punishment",461,73.9609544468547,17.4697127462039,454,69.1277533039648,17.191274951427,NA,NA,NA,NA,-0.278628895779891,0.00441426355323023
"sundvall2023_s5",22,44,65,51,"acceptable.slider",54.5,41.54,13.88,"continuous","acceptable","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.361670081850884",NA,"-0.322760202862226","praise",461,73.9609544468547,17.4697127462039,454,69.1277533039648,17.191274951427,NA,NA,NA,NA,-0.278628895779891,0.00441426355323023
"sundvall2023_s5",22,44,65,51,"acceptable.slider",54.5,41.54,13.88,"continuous","acceptable","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.381991619481181",NA,"-0.322760202862226","praise",461,73.9609544468547,17.4697127462039,454,69.1277533039648,17.191274951427,NA,NA,NA,NA,-0.278628895779891,0.00441426355323023
"sundvall2023_s5",22,44,65,51,"wrong",54.5,41.54,13.88,"continuous","wrong","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.361670081850884",NA,"0.127597975320826","blame",461,5.55639913232104,1.16938633345392,454,5.25440528634361,1.17822985182211,NA,NA,NA,NA,-0.257071206652139,0.00440795292138655
"sundvall2023_s5",22,44,65,51,"wrong",54.5,41.54,13.88,"continuous","wrong","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.381991619481181",NA,"0.127597975320826","blame",461,5.55639913232104,1.16938633345392,454,5.25440528634361,1.17822985182211,NA,NA,NA,NA,-0.257071206652139,0.00440795292138655
"sundvall2023_s5",22,44,65,51,"wrong",54.5,41.54,13.88,"continuous","wrong","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.361670081850884",NA,"0.12002600474964","punishment",461,5.55639913232104,1.16938633345392,454,5.25440528634361,1.17822985182211,NA,NA,NA,NA,-0.257071206652139,0.00440795292138655
"sundvall2023_s5",22,44,65,51,"wrong",54.5,41.54,13.88,"continuous","wrong","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.381991619481181",NA,"0.12002600474964","punishment",461,5.55639913232104,1.16938633345392,454,5.25440528634361,1.17822985182211,NA,NA,NA,NA,-0.257071206652139,0.00440795292138655
"sundvall2023_s5",22,44,65,51,"wrong",54.5,41.54,13.88,"continuous","wrong","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.361670081850884",NA,"-0.322760202862226","praise",461,5.55639913232104,1.16938633345392,454,5.25440528634361,1.17822985182211,NA,NA,NA,NA,-0.257071206652139,0.00440795292138655
"sundvall2023_s5",22,44,65,51,"wrong",54.5,41.54,13.88,"continuous","wrong","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.381991619481181",NA,"-0.322760202862226","praise",461,5.55639913232104,1.16938633345392,454,5.25440528634361,1.17822985182211,NA,NA,NA,NA,-0.257071206652139,0.00440795292138655
"sundvall2023_s5",22,44,65,51,"wrong.slider",54.5,41.54,13.88,"continuous","wrong","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.361670081850884",NA,"0.127597975320826","blame",461,76.1279826464208,19.0565776059573,454,71.4636563876652,19.0969497194728,NA,NA,NA,NA,-0.244303946129343,0.00440445500488643
"sundvall2023_s5",22,44,65,51,"wrong.slider",54.5,41.54,13.88,"continuous","wrong","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.381991619481181",NA,"0.127597975320826","blame",461,76.1279826464208,19.0565776059573,454,71.4636563876652,19.0969497194728,NA,NA,NA,NA,-0.244303946129343,0.00440445500488643
"sundvall2023_s5",22,44,65,51,"wrong.slider",54.5,41.54,13.88,"continuous","wrong","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.361670081850884",NA,"0.12002600474964","punishment",461,76.1279826464208,19.0565776059573,454,71.4636563876652,19.0969497194728,NA,NA,NA,NA,-0.244303946129343,0.00440445500488643
"sundvall2023_s5",22,44,65,51,"wrong.slider",54.5,41.54,13.88,"continuous","wrong","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.381991619481181",NA,"0.12002600474964","punishment",461,76.1279826464208,19.0565776059573,454,71.4636563876652,19.0969497194728,NA,NA,NA,NA,-0.244303946129343,0.00440445500488643
"sundvall2023_s5",22,44,65,51,"wrong.slider",54.5,41.54,13.88,"continuous","wrong","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.361670081850884",NA,"-0.322760202862226","praise",461,76.1279826464208,19.0565776059573,454,71.4636563876652,19.0969497194728,NA,NA,NA,NA,-0.244303946129343,0.00440445500488643
"sundvall2023_s5",22,44,65,51,"wrong.slider",54.5,41.54,13.88,"continuous","wrong","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.381991619481181",NA,"-0.322760202862226","praise",461,76.1279826464208,19.0565776059573,454,71.4636563876652,19.0969497194728,NA,NA,NA,NA,-0.244303946129343,0.00440445500488643
"sundvall2023_s5",22,44,65,51,"permissible",54.5,41.54,13.88,"continuous","permissible","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.361670081850884",NA,"0.127597975320826","blame",461,5.53362255965293,1.08520570112344,454,5.30066079295154,1.0623080808485,NA,NA,NA,NA,-0.21675118782779,0.00439751328867353
"sundvall2023_s5",22,44,65,51,"permissible",54.5,41.54,13.88,"continuous","permissible","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.381991619481181",NA,"0.127597975320826","blame",461,5.53362255965293,1.08520570112344,454,5.30066079295154,1.0623080808485,NA,NA,NA,NA,-0.21675118782779,0.00439751328867353
"sundvall2023_s5",22,44,65,51,"permissible",54.5,41.54,13.88,"continuous","permissible","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.361670081850884",NA,"0.12002600474964","punishment",461,5.53362255965293,1.08520570112344,454,5.30066079295154,1.0623080808485,NA,NA,NA,NA,-0.21675118782779,0.00439751328867353
"sundvall2023_s5",22,44,65,51,"permissible",54.5,41.54,13.88,"continuous","permissible","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.381991619481181",NA,"0.12002600474964","punishment",461,5.53362255965293,1.08520570112344,454,5.30066079295154,1.0623080808485,NA,NA,NA,NA,-0.21675118782779,0.00439751328867353
"sundvall2023_s5",22,44,65,51,"permissible",54.5,41.54,13.88,"continuous","permissible","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.361670081850884",NA,"-0.322760202862226","praise",461,5.53362255965293,1.08520570112344,454,5.30066079295154,1.0623080808485,NA,NA,NA,NA,-0.21675118782779,0.00439751328867353
"sundvall2023_s5",22,44,65,51,"permissible",54.5,41.54,13.88,"continuous","permissible","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.381991619481181",NA,"-0.322760202862226","praise",461,5.53362255965293,1.08520570112344,454,5.30066079295154,1.0623080808485,NA,NA,NA,NA,-0.21675118782779,0.00439751328867353
"sundvall2023_s5",22,44,65,51,"permissible.slider",54.5,41.54,13.88,"continuous","permissible","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.361670081850884",NA,"0.127597975320826","blame",461,75.1084598698482,18.0086076645072,454,70.6266519823789,17.8797471666676,NA,NA,NA,NA,-0.249550191608239,0.0044058707863276
"sundvall2023_s5",22,44,65,51,"permissible.slider",54.5,41.54,13.88,"continuous","permissible","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.381991619481181",NA,"0.127597975320826","blame",461,75.1084598698482,18.0086076645072,454,70.6266519823789,17.8797471666676,NA,NA,NA,NA,-0.249550191608239,0.0044058707863276
"sundvall2023_s5",22,44,65,51,"permissible.slider",54.5,41.54,13.88,"continuous","permissible","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.361670081850884",NA,"0.12002600474964","punishment",461,75.1084598698482,18.0086076645072,454,70.6266519823789,17.8797471666676,NA,NA,NA,NA,-0.249550191608239,0.0044058707863276
"sundvall2023_s5",22,44,65,51,"permissible.slider",54.5,41.54,13.88,"continuous","permissible","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.381991619481181",NA,"0.12002600474964","punishment",461,75.1084598698482,18.0086076645072,454,70.6266519823789,17.8797471666676,NA,NA,NA,NA,-0.249550191608239,0.0044058707863276
"sundvall2023_s5",22,44,65,51,"permissible.slider",54.5,41.54,13.88,"continuous","permissible","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.361670081850884",NA,"-0.322760202862226","praise",461,75.1084598698482,18.0086076645072,454,70.6266519823789,17.8797471666676,NA,NA,NA,NA,-0.249550191608239,0.0044058707863276
"sundvall2023_s5",22,44,65,51,"permissible.slider",54.5,41.54,13.88,"continuous","permissible","sidee","action",83.5,"harm","notImplied","robot","humanoid","-0.381991619481181",NA,"-0.322760202862226","praise",461,75.1084598698482,18.0086076645072,454,70.6266519823789,17.8797471666676,NA,NA,NA,NA,-0.249550191608239,0.0044058707863276
"young2019_s1",24,47,66,51,"permissible",60.3960396039604,33.0544554455446,11.6111117199701,"binary","permissible","sidee","action",42,"harm","implied","AI","AI","-0.826440513636244",NA,"0.0959866965330262","blame",101,NA,NA,101,NA,NA,58,43,73,28,-0.363332377943888,0.0273293960308626
"young2019_s1",24,47,67,51,"permissible",56.7164179104478,34.1881188118812,12.0758077066053,"binary","permissible","sidee","inaction",42,"harm","implied","AI","AI","-0.779309097329687",NA,"0.266429844999205","blame",102,NA,NA,100,NA,NA,59,41,70,32,-0.230893212505362,0.0264068671448282
"young2019_s2",24,48,68,51,"permissible",56.1056105610561,36.182119205298,11.6420853362177,"binary","permissible","sidee","action",43,"harm","implied","AI","AI","-0.520006941721391","PMC","0.210780750722227","blame",101,NA,NA,202,NA,NA,131,71,74,27,-0.21816678781728,0.0219670340701053
"young2019_s2",24,48,69,51,"permissible",52.3333333333333,35.7641196013289,11.9499306123082,"binary","permissible","sidee","inaction",43,"harm","implied","AI","AI","-0.196624069890485","PMC","0.0679656174353932","blame",100,NA,NA,200,NA,NA,114,86,64,36,-0.161822194091735,0.0193936692858858
"young2019_s3",24,49,70,51,"permissible",52.6666666666667,36.71,12.1533911476575,"binary","permissible","sidee","action",43,"harm","implied","AI","AI","-0.634847836651378","-0.246315269874904","0.238900859268724","blame",99,NA,NA,199,NA,NA,111,88,61,38,-0.132922263821935,0.0191745914747052
"young2019_s3",24,49,71,51,"permissible",53.1353135313531,36.8613861386139,13.0422363064615,"binary","permissible","sidee","inaction",43,"harm","implied","AI","AI","-0.556694631484256","-0.303025169111785","0.182738981967075","blame",101,NA,NA,202,NA,NA,120,82,63,38,-0.0687926534807417,0.0190637612458906
