"","data_path","dv_type","dv_var","ref","article_id","study_id","efN_id","analysis_level","RQ","harm","aiType_a","aiType_b","responsible","dv_synonym","agent_intel","PMA","PMC","PMAXC","in_action","intent","manual_stats","manual","manual_statsName","responsibleCat","ID_list","participant_id"
"1",
