"ref","article_id","study_id","participant_id","efN_id","pct_female","age_mean","age_sd","aiN","aiMean","aiSD","aiN.1","aiN.0","humanN","humanMean","humanSD","humanN.1","humanN.0","dv_var","dv_type","dv_synonym","intent","in_action","RQ","harm","agent_intel","aiType_a","aiType_b","PMA","PMC","responsible","responsibleCat","yi","vi"
"bigman2018_s3",2,3,3,13,59.2920353982301,38.8230088495575,13.2934270063537,108,4.16666666666667,2.19387422432316,NA,NA,118,5.43220338983051,2.25880542348937,NA,NA,"moral","continuous","moral","sidee","action",59.5,"harm","implied","AI","AI",-0.660618046519466,-3.45395615704231,-0.659323890600048,"blame",-0.56610395478109,0.0184428481136731
"bigman2018_s3",2,3,3,14,59.2920353982301,38.8230088495575,13.2934270063537,108,4.16666666666667,2.19387422432316,NA,NA,118,5.43220338983051,2.25880542348937,NA,NA,"moral","continuous","moral","sidee","action",59.5,"harm","implied","AI","AI",-0.75312973904503,-3.45395615704231,-0.659323890600048,"blame",-0.56610395478109,0.0184428481136731
"bigman2018_s3",2,3,3,15,59.2920353982301,38.8230088495575,13.2934270063537,108,4.16666666666667,2.19387422432316,NA,NA,118,5.43220338983051,2.25880542348937,NA,NA,"moral","continuous","moral","sidee","action",59.5,"harm","implied","AI","AI",-0.688828272494684,-3.45395615704231,-0.659323890600048,"blame",-0.56610395478109,0.0184428481136731
"bigman2018_s3",2,3,3,16,59.2920353982301,38.8230088495575,13.2934270063537,108,4.16666666666667,2.19387422432316,NA,NA,118,5.43220338983051,2.25880542348937,NA,NA,"moral","continuous","moral","sidee","action",59.5,"harm","implied","AI","AI",-0.660618046519466,-3.45395615704231,-1.01925079229905,"punishment",-0.56610395478109,0.0184428481136731
"bigman2018_s3",2,3,3,17,59.2920353982301,38.8230088495575,13.2934270063537,108,4.16666666666667,2.19387422432316,NA,NA,118,5.43220338983051,2.25880542348937,NA,NA,"moral","continuous","moral","sidee","action",59.5,"harm","implied","AI","AI",-0.75312973904503,-3.45395615704231,-1.01925079229905,"punishment",-0.56610395478109,0.0184428481136731
"bigman2018_s3",2,3,3,18,59.2920353982301,38.8230088495575,13.2934270063537,108,4.16666666666667,2.19387422432316,NA,NA,118,5.43220338983051,2.25880542348937,NA,NA,"moral","continuous","moral","sidee","action",59.5,"harm","implied","AI","AI",-0.688828272494684,-3.45395615704231,-1.01925079229905,"punishment",-0.56610395478109,0.0184428481136731
"bigman2018_s3",2,3,3,19,59.2920353982301,38.8230088495575,13.2934270063537,108,3.68518518518519,2.30662657003908,NA,NA,118,4.99152542372881,2.28893945027832,NA,NA,"right","continuous","right","sidee","action",59.5,"harm","implied","AI","AI",-0.660618046519466,-3.45395615704231,-0.659323890600048,"blame",-0.566709185933302,0.0184443649583687
"bigman2018_s3",2,3,3,20,59.2920353982301,38.8230088495575,13.2934270063537,108,3.68518518518519,2.30662657003908,NA,NA,118,4.99152542372881,2.28893945027832,NA,NA,"right","continuous","right","sidee","action",59.5,"harm","implied","AI","AI",-0.75312973904503,-3.45395615704231,-0.659323890600048,"blame",-0.566709185933302,0.0184443649583687
"bigman2018_s3",2,3,3,21,59.2920353982301,38.8230088495575,13.2934270063537,108,3.68518518518519,2.30662657003908,NA,NA,118,4.99152542372881,2.28893945027832,NA,NA,"right","continuous","right","sidee","action",59.5,"harm","implied","AI","AI",-0.688828272494684,-3.45395615704231,-0.659323890600048,"blame",-0.566709185933302,0.0184443649583687
"bigman2018_s3",2,3,3,22,59.2920353982301,38.8230088495575,13.2934270063537,108,3.68518518518519,2.30662657003908,NA,NA,118,4.99152542372881,2.28893945027832,NA,NA,"right","continuous","right","sidee","action",59.5,"harm","implied","AI","AI",-0.660618046519466,-3.45395615704231,-1.01925079229905,"punishment",-0.566709185933302,0.0184443649583687
